number,temperature,rainfall,humidity,apple_yeild 
8476,73.00,47.00,66.00,64.3
8477,51.00,64.00,69.00,62.6
8478,71.00,49.00,34.00,48.1
8479,31.00,27.00,22.00,25.7
8480,20.00,93.00,40.00,44.6
8481,55.00,22.00,42.00,41.9
8482,87.00,70.00,78.00,79.1
8483,35.00,30.00,41.00,37.0
8484,53.00,82.00,47.00,55.8
8485,83.00,40.00,31.00,48.4
8486,60.00,50.00,81.00,68.5
8487,74.00,82.00,92.00,84.6
8488,62.00,79.00,67.00,67.9
8489,76.00,31.00,60.00,59.0
8490,80.00,69.00,39.00,57.3
8491,29.00,29.00,55.00,42.0
8492,32.00,82.00,21.00,36.5
8493,22.00,48.00,86.00,59.2
8494,82.00,47.00,56.00,62.0
8495,83.00,97.00,69.00,78.8
8496,98.00,20.00,66.00,66.4
8497,66.00,60.00,82.00,72.8
8498,33.00,41.00,28.00,32.1
8499,68.00,86.00,80.00,77.6
8500,64.00,33.00,79.00,65.3
8501,24.00,21.00,71.00,46.9
8502,83.00,49.00,56.00,62.7
8503,23.00,61.00,34.00,36.1
8504,76.00,84.00,73.00,76.1
8505,75.00,65.00,62.00,66.5
8506,50.00,89.00,51.00,58.3
8507,50.00,63.00,37.00,46.1
8508,47.00,90.00,21.00,42.6
8509,27.00,70.00,52.00,48.1
8510,63.00,66.00,90.00,77.1
8511,35.00,94.00,84.00,71.3
8512,62.00,76.00,31.00,49.3
8513,35.00,52.00,21.00,31.4
8514,35.00,32.00,69.00,51.4
8515,69.00,52.00,98.00,80.1
8516,20.00,47.00,42.00,36.4
8517,73.00,52.00,42.00,53.3
8518,23.00,53.00,69.00,52.0
8519,71.00,44.00,66.00,63.1
8520,75.00,49.00,78.00,71.3
8521,78.00,77.00,53.00,65.3
8522,89.00,63.00,27.00,52.8
8523,78.00,35.00,58.00,59.4
8524,49.00,85.00,96.00,79.7
8525,93.00,34.00,57.00,63.2
8526,93.00,39.00,78.00,74.7
8527,93.00,92.00,42.00,67.3
8528,96.00,95.00,28.00,61.8
8529,31.00,65.00,46.00,45.3
8530,76.00,52.00,54.00,60.2
8531,38.00,96.00,50.00,55.6
8532,39.00,61.00,31.00,39.4
8533,27.00,98.00,27.00,41.2
8534,85.00,59.00,56.00,65.3
8535,50.00,42.00,95.00,70.9
8536,26.00,100.00,97.00,76.3
8537,50.00,82.00,51.00,56.900000000000006
8538,32.00,53.00,89.00,64.7
8539,93.00,43.00,66.00,69.5
8540,95.00,63.00,22.00,52.1
8541,29.00,61.00,78.00,59.9
8542,91.00,93.00,69.00,80.4
8543,21.00,58.00,29.00,32.400000000000006
8544,40.00,67.00,28.00,39.4
8545,61.00,74.00,57.00,61.6
8546,31.00,65.00,75.00,59.8
8547,62.00,39.00,85.00,68.9
8548,61.00,89.00,44.00,58.1
8549,38.00,94.00,67.00,63.7
8550,54.00,85.00,35.00,50.7
8551,99.00,26.00,75.00,72.4
8552,88.00,85.00,97.00,91.9
8553,21.00,100.00,81.00,66.8
8554,84.00,24.00,55.00,57.5
8555,54.00,35.00,97.00,71.7
8556,75.00,52.00,72.00,68.9
8557,93.00,83.00,40.00,64.5
8558,87.00,72.00,87.00,84.0
8559,42.00,48.00,44.00,44.2
8560,42.00,95.00,32.00,47.6
8561,50.00,88.00,24.00,44.6
8562,46.00,84.00,77.00,69.1
8563,20.00,66.00,67.00,52.7
8564,55.00,89.00,41.00,54.8
8565,87.00,25.00,32.00,47.099999999999994
8566,43.00,67.00,34.00,43.3
8567,66.00,49.00,54.00,56.6
8568,94.00,52.00,80.00,78.6
8569,77.00,90.00,47.00,64.6
8570,68.00,27.00,20.00,35.8
8571,64.00,82.00,37.00,54.1
8572,83.00,88.00,71.00,78.0
8573,86.00,89.00,30.00,58.6
8574,82.00,77.00,27.00,53.5
8575,92.00,89.00,52.00,71.4
8576,64.00,65.00,98.00,81.2
8577,73.00,93.00,81.00,81.0
8578,32.00,95.00,86.00,71.6
8579,56.00,91.00,72.00,71.0
8580,97.00,100.00,36.00,67.1
8581,54.00,78.00,99.00,81.3
8582,52.00,81.00,69.00,66.3
8583,27.00,92.00,50.00,51.5
8584,22.00,65.00,54.00,46.6
8585,35.00,32.00,62.00,47.9
8586,40.00,83.00,98.00,77.6
8587,57.00,55.00,68.00,62.099999999999994
8588,50.00,100.00,46.00,58.0
8589,84.00,55.00,48.00,60.2
8590,91.00,67.00,65.00,73.2
8591,50.00,88.00,21.00,43.1
8592,94.00,93.00,68.00,80.8
8593,82.00,22.00,47.00,52.5
8594,92.00,79.00,61.00,73.9
8595,81.00,85.00,84.00,83.3
8596,88.00,88.00,41.00,64.5
8597,44.00,100.00,78.00,72.2
8598,96.00,35.00,77.00,74.3
8599,75.00,56.00,83.00,75.2
8600,91.00,97.00,75.00,84.2
8601,77.00,87.00,75.00,78.0
8602,75.00,97.00,64.00,73.9
8603,31.00,21.00,45.00,36.0
8604,51.00,49.00,43.00,46.6
8605,69.00,78.00,93.00,82.8
8606,40.00,28.00,97.00,66.1
8607,66.00,62.00,32.00,48.2
8608,36.00,88.00,74.00,65.4
8609,22.00,63.00,44.00,41.2
8610,32.00,69.00,71.00,58.9
8611,48.00,48.00,45.00,46.5
8612,68.00,39.00,93.00,74.7
8613,95.00,89.00,75.00,83.8
8614,28.00,77.00,60.00,53.8
8615,85.00,35.00,48.00,56.5
8616,47.00,79.00,83.00,71.4
8617,30.00,79.00,54.00,51.8
8618,93.00,40.00,75.00,73.4
8619,93.00,42.00,64.00,68.3
8620,98.00,54.00,59.00,69.7
8621,50.00,52.00,89.00,69.9
8622,64.00,41.00,27.00,40.9
8623,88.00,96.00,73.00,82.1
8624,51.00,27.00,57.00,49.2
8625,52.00,90.00,95.00,81.1
8626,32.00,35.00,32.00,32.6
8627,43.00,99.00,35.00,50.2
8628,31.00,90.00,39.00,46.8
8629,71.00,35.00,89.00,72.8
8630,50.00,23.00,40.00,39.6
8631,54.00,86.00,63.00,64.9
8632,99.00,86.00,39.00,66.4
8633,59.00,25.00,25.00,35.2
8634,70.00,25.00,61.00,56.5
8635,100.00,79.00,53.00,72.3
8636,87.00,72.00,44.00,62.5
8637,41.00,49.00,91.00,67.6
8638,58.00,64.00,68.00,64.2
8639,81.00,71.00,68.00,72.5
8640,32.00,92.00,40.00,48.0
8641,60.00,98.00,79.00,77.1
8642,64.00,84.00,97.00,84.5
8643,96.00,95.00,44.00,69.8
8644,27.00,39.00,23.00,27.4
8645,59.00,87.00,52.00,61.1
8646,85.00,68.00,97.00,87.6
8647,78.00,44.00,22.00,43.2
8648,25.00,93.00,42.00,47.1
8649,30.00,49.00,46.00,41.8
8650,26.00,83.00,71.00,59.900000000000006
8651,67.00,40.00,98.00,77.1
8652,39.00,58.00,29.00,37.8
8653,44.00,56.00,22.00,35.4
8654,53.00,20.00,68.00,53.9
8655,25.00,32.00,20.00,23.9
8656,23.00,59.00,92.00,64.7
8657,40.00,82.00,96.00,76.4
8658,54.00,66.00,26.00,42.4
8659,81.00,48.00,32.00,49.900000000000006
8660,32.00,68.00,33.00,39.7
8661,65.00,69.00,56.00,61.3
8662,85.00,100.00,52.00,71.5
8663,70.00,23.00,77.00,64.1
8664,59.00,57.00,60.00,59.1
8665,70.00,45.00,89.00,74.5
8666,92.00,66.00,36.00,58.8
8667,99.00,79.00,87.00,89.0
8668,80.00,88.00,71.00,77.1
8669,60.00,86.00,20.00,45.2
8670,95.00,59.00,74.00,77.3
8671,87.00,56.00,74.00,74.3
8672,24.00,56.00,44.00,40.4
8673,58.00,50.00,95.00,74.9
8674,70.00,66.00,73.00,70.7
8675,86.00,76.00,62.00,72.0
8676,20.00,46.00,45.00,37.7
8677,44.00,24.00,70.00,53.0
8678,20.00,90.00,93.00,70.5
8679,73.00,35.00,87.00,72.4
8680,23.00,49.00,39.00,36.2
8681,49.00,41.00,81.00,63.4
8682,53.00,63.00,79.00,68.0
8683,89.00,80.00,20.00,52.7
8684,70.00,44.00,52.00,55.8
8685,37.00,66.00,71.00,59.8
8686,35.00,37.00,22.00,28.9
8687,64.00,34.00,61.00,56.5
8688,73.00,64.00,47.00,58.2
8689,31.00,67.00,82.00,63.7
8690,40.00,49.00,31.00,37.3
8691,62.00,52.00,95.00,76.5
8692,35.00,24.00,31.00,30.8
8693,32.00,95.00,49.00,53.1
8694,33.00,83.00,70.00,61.5
8695,73.00,73.00,69.00,71.0
8696,72.00,65.00,25.00,47.099999999999994
8697,24.00,28.00,73.00,49.3
8698,54.00,21.00,52.00,46.4
8699,98.00,38.00,42.00,58.0
8700,44.00,79.00,78.00,68.0
8701,72.00,59.00,75.00,70.9
8702,93.00,58.00,48.00,63.5
8703,53.00,67.00,48.00,53.3
8704,74.00,43.00,55.00,58.3
8705,96.00,36.00,73.00,72.5
8706,87.00,64.00,48.00,62.9
8707,27.00,100.00,43.00,49.6
8708,61.00,71.00,80.00,72.5
8709,57.00,94.00,76.00,73.9
8710,76.00,30.00,62.00,59.8
8711,24.00,37.00,56.00,42.6
8712,86.00,33.00,100.00,82.4
8713,77.00,38.00,25.00,43.2
8714,76.00,59.00,32.00,50.6
8715,87.00,42.00,41.00,55.0
8716,28.00,84.00,67.00,58.7
8717,79.00,54.00,46.00,57.5
8718,40.00,35.00,53.00,45.5
8719,85.00,100.00,36.00,63.5
8720,83.00,55.00,26.00,48.9
8721,22.00,81.00,23.00,34.3
8722,57.00,38.00,85.00,67.2
8723,88.00,43.00,36.00,53.0
8724,55.00,80.00,25.00,45.0
8725,66.00,53.00,94.00,77.4
8726,57.00,58.00,53.00,55.2
8727,94.00,59.00,32.00,56.0
8728,74.00,97.00,55.00,69.1
8729,31.00,55.00,52.00,46.3
8730,56.00,66.00,28.00,44.0
8731,80.00,41.00,52.00,58.2
8732,60.00,54.00,74.00,65.8
8733,68.00,47.00,68.00,63.8
8734,75.00,34.00,46.00,52.3
8735,77.00,81.00,66.00,72.3
8736,26.00,21.00,98.00,61.0
8737,72.00,41.00,79.00,69.3
8738,69.00,30.00,39.00,46.2
8739,48.00,93.00,39.00,52.5
8740,43.00,88.00,30.00,45.5
8741,35.00,93.00,91.00,74.6
8742,24.00,27.00,85.00,55.1
8743,65.00,94.00,40.00,58.3
8744,62.00,89.00,38.00,55.4
8745,58.00,22.00,99.00,71.3
8746,48.00,66.00,31.00,43.1
8747,75.00,54.00,30.00,48.3
8748,55.00,42.00,82.00,65.9
8749,20.00,74.00,24.00,32.8
8750,98.00,47.00,29.00,53.3
8751,80.00,34.00,92.00,76.8
8752,48.00,33.00,96.00,69.0
8753,60.00,94.00,30.00,51.8
8754,62.00,47.00,36.00,46.0
8755,46.00,63.00,70.00,61.4
8756,66.00,97.00,62.00,70.2
8757,89.00,86.00,46.00,66.9
8758,34.00,68.00,21.00,34.3
8759,79.00,72.00,59.00,67.6
8760,63.00,23.00,93.00,70.0
8761,81.00,29.00,45.00,52.6
8762,95.00,93.00,77.00,85.6
8763,84.00,85.00,70.00,77.2
8764,82.00,37.00,86.00,75.0
8765,29.00,51.00,21.00,29.4
8766,23.00,40.00,82.00,55.9
8767,42.00,33.00,73.00,55.7
8768,29.00,38.00,55.00,43.8
8769,42.00,28.00,94.00,65.2
8770,89.00,21.00,20.00,40.9
8771,88.00,67.00,65.00,72.3
8772,62.00,52.00,72.00,65.0
8773,81.00,42.00,71.00,68.2
8774,88.00,58.00,72.00,74.0
8775,42.00,42.00,99.00,70.5
8776,23.00,60.00,63.00,50.4
8777,89.00,87.00,76.00,82.1
8778,97.00,75.00,80.00,84.1
8779,44.00,82.00,33.00,46.1
8780,70.00,45.00,82.00,71.0
8781,42.00,26.00,68.00,51.8
8782,21.00,46.00,44.00,37.5
8783,53.00,57.00,86.00,70.3
8784,70.00,28.00,55.00,54.1
8785,68.00,82.00,48.00,60.8
8786,56.00,66.00,68.00,64.0
8787,69.00,94.00,50.00,64.5
8788,30.00,22.00,83.00,54.9
8789,78.00,84.00,74.00,77.2
8790,34.00,79.00,93.00,72.5
8791,58.00,50.00,76.00,65.4
8792,75.00,27.00,35.00,45.4
8793,28.00,46.00,64.00,49.6
8794,80.00,52.00,35.00,51.9
8795,98.00,63.00,73.00,78.5
8796,42.00,34.00,54.00,46.4
8797,26.00,59.00,98.00,68.6
8798,97.00,83.00,72.00,81.7
8799,100.00,56.00,56.00,69.2
8800,23.00,49.00,24.00,28.7
8801,55.00,93.00,65.00,67.6
8802,48.00,54.00,55.00,52.7
8803,72.00,72.00,74.00,73.0
8804,29.00,64.00,47.00,45.0
8805,53.00,93.00,50.00,59.5
8806,37.00,22.00,60.00,45.5
8807,20.00,45.00,70.00,50.0
8808,86.00,27.00,87.00,74.7
8809,52.00,78.00,96.00,79.2
8810,40.00,40.00,32.00,36.0
8811,29.00,24.00,36.00,31.5
8812,71.00,35.00,89.00,72.8
8813,79.00,82.00,53.00,66.6
8814,64.00,39.00,80.00,67.0
8815,71.00,46.00,51.00,56.0
8816,38.00,77.00,48.00,50.8
8817,81.00,24.00,95.00,76.6
8818,34.00,26.00,57.00,43.9
8819,28.00,30.00,30.00,29.4
8820,76.00,50.00,82.00,73.8
8821,95.00,21.00,87.00,76.2
8822,92.00,71.00,38.00,60.8
8823,24.00,89.00,57.00,53.5
8824,50.00,78.00,81.00,71.1
8825,59.00,54.00,73.00,65.0
8826,91.00,36.00,64.00,66.5
8827,34.00,58.00,95.00,69.3
8828,49.00,56.00,35.00,43.4
8829,33.00,50.00,79.00,59.4
8830,83.00,81.00,32.00,57.099999999999994
8831,79.00,77.00,27.00,52.6
8832,95.00,55.00,23.00,51.0
8833,44.00,22.00,80.00,57.6
8834,62.00,93.00,89.00,81.7
8835,33.00,74.00,42.00,45.7
8836,80.00,49.00,84.00,75.8
8837,45.00,83.00,86.00,73.1
8838,71.00,61.00,67.00,67.0
8839,67.00,89.00,23.00,49.4
8840,99.00,39.00,64.00,69.5
8841,74.00,90.00,82.00,81.2
8842,38.00,99.00,20.00,41.2
8843,73.00,100.00,97.00,90.4
8844,59.00,51.00,88.00,71.9
8845,79.00,38.00,39.00,50.8
8846,98.00,24.00,54.00,61.2
8847,24.00,37.00,68.00,48.6
8848,69.00,71.00,58.00,63.9
8849,57.00,23.00,75.00,59.2
8850,88.00,71.00,51.00,66.1
8851,87.00,63.00,64.00,70.7
8852,21.00,32.00,71.00,48.2
8853,84.00,28.00,49.00,55.3
8854,76.00,85.00,60.00,69.8
8855,65.00,61.00,40.00,51.7
8856,89.00,36.00,43.00,55.4
8857,31.00,60.00,85.00,63.8
8858,23.00,46.00,24.00,28.1
8859,57.00,91.00,86.00,78.3
8860,49.00,88.00,49.00,56.8
8861,44.00,45.00,49.00,46.7
8862,84.00,34.00,73.00,68.5
8863,65.00,79.00,98.00,84.3
8864,26.00,42.00,75.00,53.7
8865,95.00,34.00,34.00,52.3
8866,85.00,44.00,80.00,74.3
8867,56.00,26.00,88.00,66.0
8868,64.00,22.00,89.00,68.1
8869,65.00,40.00,100.00,77.5
8870,26.00,57.00,85.00,61.7
8871,56.00,81.00,64.00,65.0
8872,80.00,28.00,98.00,78.6
8873,86.00,62.00,92.00,84.2
8874,87.00,81.00,59.00,71.8
8875,78.00,78.00,38.00,58.0
8876,73.00,91.00,74.00,77.1
8877,44.00,35.00,75.00,57.7
8878,25.00,74.00,36.00,40.3
8879,71.00,20.00,83.00,66.8
8880,82.00,80.00,24.00,52.599999999999994
8881,77.00,93.00,88.00,85.7
8882,95.00,24.00,59.00,62.8
8883,46.00,40.00,60.00,51.8
8884,59.00,91.00,70.00,70.9
8885,77.00,37.00,47.00,54.0
8886,79.00,48.00,91.00,78.8
8887,91.00,83.00,35.00,61.400000000000006
8888,68.00,90.00,28.00,52.4
8889,47.00,64.00,97.00,75.4
8890,57.00,82.00,35.00,51.0
8891,21.00,51.00,21.00,27.0
8892,60.00,48.00,30.00,42.6
8893,98.00,75.00,33.00,60.9
8894,65.00,66.00,100.00,82.7
8895,83.00,34.00,82.00,72.7
8896,86.00,72.00,75.00,77.7
8897,68.00,27.00,23.00,37.3
8898,58.00,58.00,81.00,69.5
8899,76.00,43.00,94.00,78.4
8900,34.00,92.00,29.00,43.1
8901,68.00,47.00,45.00,52.3
8902,86.00,75.00,91.00,86.3
8903,76.00,43.00,69.00,65.9
8904,28.00,55.00,49.00,43.9
8905,29.00,24.00,33.00,30.0
8906,33.00,56.00,44.00,43.1
8907,51.00,46.00,92.00,70.5
8908,87.00,40.00,86.00,77.1
8909,21.00,74.00,52.00,47.1
8910,48.00,24.00,92.00,65.2
8911,63.00,63.00,32.00,47.5
8912,31.00,53.00,96.00,67.9
8913,23.00,31.00,100.00,63.1
8914,28.00,51.00,31.00,34.1
8915,66.00,35.00,73.00,63.3
8916,72.00,92.00,92.00,86.0
8917,38.00,49.00,79.00,60.7
8918,24.00,65.00,54.00,47.2
8919,59.00,37.00,98.00,74.1
8920,33.00,76.00,90.00,70.1
8921,73.00,45.00,79.00,70.4
8922,46.00,83.00,34.00,47.4
8923,44.00,39.00,43.00,42.5
8924,86.00,95.00,80.00,84.8
8925,29.00,86.00,94.00,72.9
8926,62.00,30.00,20.00,34.599999999999994
8927,68.00,59.00,45.00,54.7
8928,96.00,44.00,84.00,79.6
8929,44.00,91.00,73.00,67.9
8930,57.00,92.00,47.00,59.0
8931,68.00,62.00,98.00,81.8
8932,29.00,84.00,73.00,62.0
8933,33.00,76.00,28.00,39.1
8934,38.00,24.00,79.00,55.7
8935,90.00,29.00,61.00,63.3
8936,86.00,63.00,40.00,58.400000000000006
8937,34.00,41.00,30.00,33.4
8938,58.00,75.00,82.00,73.4
8939,89.00,76.00,42.00,62.9
8940,72.00,99.00,62.00,72.4
8941,67.00,41.00,84.00,70.3
8942,56.00,63.00,89.00,73.9
8943,58.00,38.00,45.00,47.5
8944,39.00,58.00,34.00,40.3
8945,90.00,23.00,89.00,76.1
8946,63.00,28.00,63.00,56.0
8947,94.00,32.00,35.00,52.1
8948,83.00,22.00,79.00,68.8
8949,83.00,89.00,62.00,73.7
8950,31.00,74.00,76.00,62.1
8951,30.00,54.00,36.00,37.8
8952,84.00,21.00,56.00,57.4
8953,82.00,97.00,72.00,80.0
8954,37.00,37.00,42.00,39.5
8955,47.00,41.00,44.00,44.3
8956,44.00,85.00,95.00,77.7
8957,46.00,51.00,72.00,60.0
8958,41.00,61.00,83.00,66.0
8959,63.00,89.00,41.00,57.2
8960,73.00,53.00,53.00,59.0
8961,37.00,85.00,56.00,56.1
8962,76.00,83.00,55.00,66.9
8963,58.00,69.00,53.00,57.7
8964,71.00,38.00,66.00,61.900000000000006
8965,67.00,71.00,99.00,83.8
8966,37.00,38.00,79.00,58.2
8967,53.00,52.00,38.00,45.3
8968,32.00,48.00,24.00,31.200000000000003
8969,39.00,84.00,99.00,78.0
8970,87.00,48.00,27.00,49.2
8971,60.00,58.00,20.00,39.6
8972,45.00,25.00,99.00,68.0
8973,72.00,75.00,51.00,62.099999999999994
8974,89.00,79.00,40.00,62.5
8975,89.00,75.00,27.00,55.2
8976,69.00,26.00,88.00,69.9
8977,59.00,83.00,28.00,48.3
8978,25.00,50.00,23.00,29.0
8979,78.00,66.00,38.00,55.6
8980,77.00,56.00,71.00,69.8
8981,69.00,56.00,71.00,67.4
8982,44.00,56.00,83.00,65.9
8983,89.00,73.00,68.00,75.3
8984,25.00,97.00,72.00,62.900000000000006
8985,50.00,44.00,66.00,56.8
8986,43.00,100.00,87.00,76.4
8987,76.00,53.00,85.00,75.9
8988,69.00,66.00,22.00,44.9
8989,79.00,60.00,60.00,65.7
8990,23.00,87.00,63.00,55.8
8991,67.00,54.00,30.00,45.9
8992,83.00,67.00,36.00,56.3
8993,74.00,91.00,92.00,86.4
8994,79.00,65.00,43.00,58.2
8995,31.00,93.00,92.00,73.9
8996,24.00,96.00,65.00,58.900000000000006
8997,95.00,73.00,83.00,84.6
8998,47.00,91.00,86.00,75.3
8999,90.00,99.00,96.00,94.8
9000,40.00,46.00,78.00,60.2
9001,85.00,51.00,88.00,79.7
9002,47.00,66.00,95.00,74.8
9003,59.00,95.00,90.00,81.7
9004,58.00,65.00,34.00,47.4
9005,66.00,52.00,87.00,73.7
9006,100.00,23.00,59.00,64.1
9007,56.00,64.00,83.00,71.1
9008,71.00,20.00,65.00,57.8
9009,48.00,89.00,90.00,77.2
9010,30.00,41.00,36.00,35.2
9011,29.00,95.00,61.00,58.2
9012,64.00,45.00,84.00,70.2
9013,41.00,76.00,57.00,56.0
9014,94.00,87.00,79.00,85.1
9015,86.00,73.00,63.00,71.9
9016,24.00,73.00,98.00,70.8
9017,74.00,43.00,26.00,43.8
9018,46.00,30.00,78.00,58.8
9019,60.00,24.00,72.00,58.8
9020,88.00,79.00,56.00,70.2
9021,84.00,77.00,50.00,65.6
9022,38.00,46.00,53.00,47.1
9023,30.00,31.00,71.00,50.7
9024,98.00,53.00,82.00,81.0
9025,85.00,21.00,53.00,56.2
9026,69.00,43.00,55.00,56.8
9027,21.00,63.00,46.00,41.900000000000006
9028,37.00,71.00,94.00,72.3
9029,62.00,72.00,58.00,62.0
9030,39.00,71.00,51.00,51.4
9031,55.00,99.00,26.00,49.3
9032,55.00,95.00,32.00,51.5
9033,98.00,73.00,65.00,76.5
9034,41.00,95.00,62.00,62.3
9035,37.00,56.00,93.00,68.8
9036,25.00,42.00,36.00,33.9
9037,89.00,90.00,82.00,85.7
9038,50.00,25.00,22.00,31.0
9039,91.00,54.00,51.00,63.6
9040,65.00,34.00,28.00,40.3
9041,92.00,40.00,78.00,74.6
9042,29.00,86.00,91.00,71.4
9043,94.00,47.00,56.00,65.6
9044,25.00,36.00,28.00,28.7
9045,77.00,95.00,95.00,89.6
9046,65.00,88.00,97.00,85.6
9047,38.00,45.00,77.00,58.9
9048,43.00,47.00,77.00,60.8
9049,57.00,56.00,38.00,47.3
9050,70.00,31.00,26.00,40.2
9051,21.00,36.00,41.00,34.0
9052,83.00,66.00,35.00,55.6
9053,69.00,49.00,63.00,62.0
9054,94.00,90.00,60.00,76.2
9055,74.00,83.00,69.00,73.3
9056,96.00,100.00,40.00,68.8
9057,55.00,38.00,55.00,51.6
9058,48.00,80.00,21.00,40.9
9059,34.00,25.00,99.00,64.7
9060,88.00,30.00,88.00,76.4
9061,90.00,69.00,66.00,73.8
9062,33.00,63.00,70.00,57.5
9063,97.00,44.00,40.00,57.9
9064,97.00,94.00,86.00,90.9
9065,94.00,79.00,35.00,61.5
9066,21.00,67.00,83.00,61.2
9067,73.00,68.00,76.00,73.5
9068,60.00,62.00,92.00,76.4
9069,90.00,42.00,49.00,59.9
9070,39.00,63.00,61.00,54.8
9071,75.00,73.00,71.00,72.6
9072,38.00,59.00,49.00,47.7
9073,80.00,47.00,60.00,63.4
9074,76.00,69.00,99.00,86.1
9075,53.00,40.00,67.00,57.4
9076,99.00,82.00,57.00,74.6
9077,89.00,75.00,24.00,53.7
9078,60.00,69.00,76.00,69.8
9079,84.00,61.00,98.00,86.4
9080,98.00,28.00,67.00,68.5
9081,39.00,92.00,36.00,48.1
9082,26.00,26.00,70.00,48.0
9083,66.00,91.00,37.00,56.5
9084,68.00,37.00,80.00,67.8
9085,79.00,93.00,36.00,60.3
9086,72.00,22.00,49.00,50.5
9087,98.00,46.00,94.00,85.6
9088,48.00,37.00,42.00,42.8
9089,58.00,25.00,68.00,56.4
9090,45.00,23.00,71.00,53.6
9091,61.00,50.00,88.00,72.3
9092,64.00,70.00,91.00,78.7
9093,28.00,92.00,33.00,43.300000000000004
9094,32.00,21.00,29.00,28.3
9095,77.00,98.00,82.00,83.7
9096,38.00,74.00,97.00,74.7
9097,78.00,42.00,42.00,52.8
9098,98.00,30.00,49.00,59.9
9099,77.00,32.00,67.00,63.0
9100,68.00,98.00,94.00,87.0
9101,37.00,73.00,98.00,74.7
9102,84.00,83.00,47.00,65.3
9103,97.00,73.00,93.00,90.2
9104,98.00,52.00,62.00,70.8
9105,72.00,91.00,25.00,52.3
9106,27.00,20.00,57.00,40.6
9107,31.00,21.00,87.00,57.0
9108,48.00,42.00,98.00,71.8
9109,91.00,70.00,38.00,60.3
9110,82.00,91.00,60.00,72.8
9111,70.00,37.00,99.00,77.9
9112,62.00,86.00,47.00,59.3
9113,96.00,79.00,60.00,74.6
9114,46.00,91.00,98.00,81.0
9115,84.00,97.00,68.00,78.6
9116,48.00,98.00,41.00,54.5
9117,60.00,83.00,38.00,53.6
9118,54.00,44.00,59.00,54.5
9119,31.00,20.00,86.00,56.3
9120,51.00,85.00,96.00,80.3
9121,35.00,20.00,63.00,46.0
9122,22.00,75.00,96.00,69.6
9123,63.00,75.00,37.00,52.4
9124,58.00,87.00,86.00,77.8
9125,26.00,43.00,94.00,63.4
9126,52.00,71.00,91.00,75.3
9127,87.00,44.00,67.00,68.4
9128,36.00,73.00,77.00,63.9
9129,62.00,69.00,46.00,55.4
9130,52.00,88.00,83.00,74.7
9131,46.00,90.00,20.00,41.8
9132,70.00,40.00,38.00,48.0
9133,65.00,94.00,67.00,71.8
9134,88.00,96.00,28.00,59.6
9135,61.00,37.00,56.00,53.7
9136,59.00,81.00,89.00,78.4
9137,83.00,81.00,48.00,65.1
9138,66.00,48.00,21.00,39.900000000000006
9139,47.00,37.00,59.00,51.0
9140,95.00,81.00,23.00,56.2
9141,58.00,22.00,56.00,49.8
9142,75.00,33.00,61.00,59.6
9143,84.00,71.00,99.00,88.9
9144,65.00,33.00,58.00,55.1
9145,38.00,22.00,36.00,33.8
9146,21.00,54.00,43.00,38.6
9147,84.00,84.00,100.00,92.0
9148,77.00,71.00,84.00,79.3
9149,98.00,73.00,40.00,64.0
9150,78.00,59.00,20.00,45.2
9151,75.00,50.00,84.00,74.5
9152,100.00,94.00,96.00,96.8
9153,64.00,21.00,73.00,59.9
9154,28.00,27.00,35.00,31.3
9155,24.00,86.00,69.00,58.9
9156,29.00,81.00,77.00,63.4
9157,80.00,59.00,80.00,75.8
9158,68.00,100.00,38.00,59.4
9159,64.00,86.00,88.00,80.4
9160,84.00,29.00,35.00,48.5
9161,79.00,43.00,43.00,53.8
9162,86.00,91.00,39.00,63.5
9163,64.00,83.00,28.00,49.8
9164,55.00,52.00,81.00,67.4
9165,80.00,99.00,51.00,69.3
9166,69.00,71.00,80.00,74.9
9167,51.00,85.00,46.00,55.3
9168,26.00,59.00,21.00,30.1
9169,48.00,36.00,94.00,68.6
9170,53.00,92.00,30.00,49.3
9171,25.00,81.00,31.00,39.2
9172,48.00,49.00,51.00,49.7
9173,81.00,49.00,49.00,58.6
9174,27.00,40.00,53.00,42.6
9175,57.00,83.00,54.00,60.7
9176,29.00,41.00,43.00,38.4
9177,89.00,57.00,56.00,66.1
9178,58.00,57.00,20.00,38.8
9179,69.00,55.00,86.00,74.7
9180,20.00,57.00,61.00,47.9
9181,64.00,33.00,51.00,51.3
9182,30.00,80.00,66.00,58.0
9183,70.00,86.00,97.00,86.7
9184,24.00,34.00,69.00,48.5
9185,70.00,30.00,37.00,45.5
9186,94.00,77.00,74.00,80.6
9187,70.00,100.00,65.00,73.5
9188,84.00,52.00,52.00,61.6
9189,93.00,77.00,84.00,85.3
9190,90.00,34.00,87.00,77.3
9191,74.00,29.00,40.00,48.0
9192,29.00,43.00,49.00,41.8
9193,33.00,42.00,68.00,52.3
9194,38.00,72.00,54.00,52.8
9195,49.00,92.00,33.00,49.6
9196,43.00,31.00,28.00,33.1
9197,81.00,41.00,87.00,76.0
9198,48.00,42.00,65.00,55.3
9199,92.00,46.00,58.00,65.8
9200,29.00,84.00,94.00,72.5
9201,37.00,63.00,28.00,37.7
9202,44.00,72.00,68.00,61.6
9203,29.00,51.00,31.00,34.4
9204,27.00,94.00,89.00,71.4
9205,38.00,47.00,29.00,35.3
9206,85.00,86.00,94.00,89.7
